Pincode,State Code,District,Prepaid,Reverse Pickup,REPL,COD,Cash
505211,TS,Karim Nagar,Y,Y,Y,Y,Y
202151,UP,Aligarh,Y,Y,Y,Y,Y
421006,MH,Mumbai,Y,Y,Y,Y,Y
785110,AS,Jorhat,Y,Y,N,Y,N
768028,OR,Bargarh,Y,Y,N,Y,N
828101,JH,Dhanbad,Y,Y,Y,Y,Y
828113,JH,Dhanbad,Y,Y,Y,Y,Y
843302,BR,Sitamarhi,Y,Y,Y,Y,Y
680012,KL,Thrissur,Y,Y,Y,Y,Y
770024,OR,Sundergarh,Y,Y,Y,Y,Y
491993,CG,Durg,Y,Y,N,Y,N
721642,WB,East Midnapore,Y,Y,N,Y,N
400062,MH,Mumbai,Y,Y,Y,Y,Y
262726,UP,Kheri,Y,Y,Y,Y,Y
583102,KA,Bellary,Y,Y,N,Y,N
422502,MH,Nashik,Y,Y,Y,Y,Y
452012,MP,Indore,Y,Y,Y,Y,Y
603308,TN,Kanchipuram,Y,Y,Y,Y,Y
495334,CG,Bilaspur,Y,Y,N,Y,N
345002,RJ,Jaisalmer,Y,Y,N,Y,N
493101,CG,Raipur,Y,Y,Y,Y,Y
576216,KA,Udupi,Y,Y,Y,Y,Y
631006,TN,Vellore,Y,Y,Y,Y,Y
622004,TN,Pudukkottai,Y,Y,Y,Y,Y
612703,TN,Thanjavur,Y,Y,Y,Y,Y
636902,TN,Dharmapuri,Y,Y,N,Y,N
614628,TN,Thanjavur,Y,Y,Y,Y,Y
221712,UP,Ballia,Y,Y,Y,Y,Y
532220,AP,Srikakulam,Y,Y,Y,Y,Y
689594,KL,Pathanamthitta,Y,Y,Y,Y,Y
124104,HR,Jhajjar,Y,Y,Y,Y,Y
847424,BR,Madhubani,Y,Y,N,Y,N
458558,MP,Mandsaur,Y,Y,N,Y,N
678559,KL,Palakkad,Y,Y,Y,Y,Y
416418,MH,Sangli,Y,Y,Y,Y,Y
847211,BR,Madhubani,Y,Y,Y,Y,Y
841218,BR,Saran,Y,Y,Y,Y,Y
756028,OR,Baleswar,Y,Y,N,Y,N
686017,KL,Kottayam,Y,Y,Y,Y,Y
425003,MH,Jalgaon,Y,Y,Y,Y,Y
404404,MH,Pune,Y,Y,Y,Y,Y
160049,CH,Chandigarh,Y,Y,Y,Y,Y
140413,CH,Mohali,Y,Y,Y,Y,Y
303339,RJ,Jaipur,Y,Y,Y,Y,Y
303908,RJ,Jaipur,Y,Y,Y,Y,Y
518124,AP,Kurnool,Y,Y,Y,Y,Y
690102,KL,Alappuzha,Y,Y,Y,Y,Y
391140,GJ,Vadodara,Y,Y,N,Y,N
382427,GJ,Ahmedabad,Y,Y,Y,Y,Y
229215,UP,Raebareli,Y,Y,Y,Y,Y
207003,UP,Etah,Y,Y,Y,Y,Y
271126,UP,Gonda,Y,Y,Y,Y,Y
403501,GA,North Goa,Y,Y,Y,Y,Y
174021,HP,Bilaspur (Hp),Y,Y,Y,Y,Y
364540,GJ,Junagadh,Y,Y,Y,Y,Y
813228,BR,Bhagalpur,Y,Y,Y,Y,Y
799103,TR,West Tripura,Y,Y,Y,Y,Y
758036,OR,Kendujhar,Y,Y,N,Y,N
583227,KA,Koppal,Y,Y,N,Y,N
591214,KA,Belgaum,Y,Y,Y,Y,Y
416015,MH,Kolhapur,Y,Y,Y,Y,Y
121105,HR,Faridabad,Y,Y,Y,Y,Y
517123,AP,Chittoor,Y,Y,Y,Y,Y
212631,UP,Fatehpur,Y,Y,Y,Y,Y
230201,UP,Pratapgarh,Y,Y,Y,Y,Y
411015,MH,Pune,Y,Y,N,Y,N
641668,TN,Coimbatore,Y,Y,Y,Y,Y
500043,TS,K.V.Rangareddy,Y,Y,N,Y,N
453446,MP,Indore,Y,Y,Y,Y,Y
754222,OR,Kendrapara,Y,Y,Y,Y,Y
829105,JH,RAMGARH,Y,Y,Y,Y,Y
630211,TN,Sivaganga,Y,Y,Y,Y,Y
678555,KL,Palakkad,Y,Y,Y,Y,Y
631302,TN,Tiruvallur,Y,Y,Y,Y,Y
642203,TN,Coimbatore,Y,Y,Y,Y,Y
623406,TN,Ramanathapuram,Y,Y,Y,Y,Y
627302,TN,TIRUNELVELLI,Y,Y,Y,Y,Y
741249,WB,Nadia,Y,Y,N,Y,N
173213,HP,Solan,Y,Y,Y,Y,Y
331022,RJ,Churu,Y,Y,N,Y,N
384335,GJ,Mahesana,Y,Y,N,Y,N
847429,BR,Darbhanga,Y,Y,Y,Y,Y
457990,MP,Jhabua,Y,Y,N,Y,N
441809,MH,Bhandara,Y,Y,Y,Y,Y
678703,KL,Palakkad,Y,Y,Y,Y,Y
751008,OR,Khorda,Y,Y,Y,Y,Y
822115,JH,Palamau,Y,Y,Y,Y,Y
742139,WB,Murshidabad,Y,Y,Y,Y,Y
670565,KL,Kannur,Y,Y,Y,Y,Y
273404,UP,Gorakhpur,Y,Y,Y,Y,Y
390002,GJ,Vadodara,Y,Y,Y,Y,Y
521327,AP,Krishna,Y,Y,Y,Y,Y
802220,BR,Rohtas,Y,Y,Y,Y,Y
803221,BR,Patna,Y,Y,Y,Y,Y
203397,UP,BULANDSHAHR,Y,Y,Y,Y,Y
144201,PB,Jalandhar,Y,Y,Y,Y,Y
249402,UK,Haridwar,Y,Y,Y,Y,Y
571314,KA,Mysore,Y,Y,Y,Y,Y
332032,RJ,Sikar,Y,Y,Y,Y,Y
413317,MH,Solapur,Y,Y,Y,Y,Y
505531,TS,Karim Nagar,Y,Y,Y,Y,Y
384360,GJ,Mahesana,Y,Y,N,Y,N
389265,GJ,Panch Mahals,Y,Y,Y,Y,Y
110026,DL,West Delhi,Y,Y,Y,Y,Y
462019,MP,Bhopal,Y,Y,Y,Y,Y
455112,MP,Dewas,Y,Y,Y,Y,Y
788728,AS,Karimganj,Y,Y,Y,Y,Y
230123,UP,Pratapgarh,Y,Y,Y,Y,Y
335702,RJ,Ganganagar,Y,Y,N,Y,N
444403,MH,Washim,Y,Y,N,Y,N
781121,AS,Kamrup,Y,Y,Y,Y,Y
416540,MH,Kolhapur,Y,Y,Y,Y,Y
591287,KA,Belgaum,Y,Y,Y,Y,Y
676501,KL,Malappuram,Y,Y,Y,Y,Y
524314,AP,Nellore,Y,Y,Y,Y,Y
534111,AP,West Godavari,Y,Y,Y,Y,Y
574203,KA,Dakshina Kannada,Y,Y,Y,Y,Y
829210,JH,Latehar,Y,Y,Y,Y,Y
123302,HR,Rewari,Y,Y,N,Y,N
524223,AP,Nellore,Y,Y,Y,Y,Y
638701,TN,Dharapuram,Y,Y,Y,Y,Y
721516,WB,West Midnapore,Y,Y,Y,Y,Y
389260,GJ,Panch Mahals,Y,Y,N,Y,N
630410,TN,Sivaganga,Y,Y,Y,Y,Y
630502,TN,Sivaganga,Y,Y,Y,Y,Y
425507,MH,Jalgaon,Y,Y,Y,Y,Y
458116,MP,Neemuch,Y,Y,N,Y,N
493228,CG,Raipur,Y,Y,Y,Y,Y
844111,BR,Vaishali,Y,Y,Y,Y,Y
190001,JK,Srinagar,Y,Y,N,Y,N
641665,TN,Coimbatore,Y,Y,Y,Y,Y
630565,TN,Sivaganga,Y,Y,Y,Y,Y
641305,TN,Coimbatore,Y,Y,Y,Y,Y
627009,TN,Tirunelveli,Y,Y,Y,Y,Y
610201,TN,Tiruvarur,Y,Y,Y,Y,Y
637205,TN,Namakkal,Y,Y,Y,Y,Y
632501,TN,Vellore,Y,Y,Y,Y,Y
606003,TN,Cuddalore,Y,Y,Y,Y,Y
441204,MH,Nagpur,Y,Y,Y,Y,Y
125111,HR,Fatehabad,Y,Y,Y,Y,Y
571110,KA,Mysore,Y,Y,Y,Y,Y
176033,HP,Kangra,Y,Y,N,Y,N
695541,KL,Thiruvananthapuram,Y,Y,Y,Y,Y
854301,BR,Purnia,Y,Y,Y,Y,Y
414201,MH,Ahmed Nagar,Y,Y,Y,Y,Y
523168,AP,Prakasam,Y,Y,Y,Y,Y
841232,BR,Siwan,Y,Y,Y,Y,Y
311405,RJ,Bhilwara,Y,Y,Y,Y,Y
321606,RJ,Alwar,Y,Y,N,Y,N
209860,UP,Unnao,Y,Y,Y,Y,Y
522649,AP,Guntur,Y,Y,Y,Y,Y
686604,KL,Kottayam,Y,Y,Y,Y,Y
732123,WB,Malda,Y,Y,N,Y,N
743319,WB,Kolkata,Y,Y,Y,Y,Y
144025,PB,Jalandhar,Y,Y,Y,Y,Y
251320,UP,Muzaffarnagar,Y,Y,Y,Y,Y
518466,AP,Kurnool,Y,Y,Y,Y,Y
110086,DL,North West Delhi,Y,Y,Y,Y,Y
686020,KL,Kottayam,Y,Y,Y,Y,Y
441502,MH,Nagpur,Y,Y,Y,Y,Y
249409,UK,RISHIKESH,Y,Y,Y,Y,Y
144622,PB,Kapurthala,Y,Y,Y,Y,Y
560023,KA,Bangalore,Y,Y,Y,Y,Y
204105,UP,Hathras,Y,Y,Y,Y,Y
758027,OR,Kendujhar,Y,Y,Y,Y,Y
781360,AS,Nalbari,Y,Y,Y,Y,Y
151509,PB,Mansa,Y,Y,Y,Y,Y
535593,AP,Vizianagaram,Y,Y,Y,Y,Y
140802,PB,Ludhiana,Y,Y,Y,Y,Y
274302,UP,Kushinagar,Y,Y,Y,Y,Y
583235,KA,Koppal,Y,Y,N,Y,N
785678,AS,Sibsagar,Y,Y,Y,Y,Y
686672,KL,Ernakulam,Y,Y,Y,Y,Y
609603,PU,Tiruvarur,Y,Y,Y,Y,Y
571128,KA,Chamrajnagar,Y,Y,Y,Y,Y
480882,MP,Seoni,Y,Y,Y,Y,Y
733145,WB,South Dinajpur,Y,Y,N,Y,N
787031,AS,Lakhimpur,Y,Y,Y,Y,Y
761143,OR,Ganjam,Y,Y,N,Y,N
122051,HR,Gurgaon,Y,Y,Y,Y,Y
411054,MH,Pune,Y,Y,Y,Y,Y
530023,AP,East Godavari,Y,Y,Y,Y,Y
229413,UP,Allahabad,Y,Y,Y,Y,Y
485221,MP,Satna,Y,Y,N,Y,N
505490,TS,Karim Nagar,Y,Y,N,Y,N
680503,KL,Thrissur,Y,Y,Y,Y,Y
743312,WB,South 24 Parganas,Y,Y,Y,Y,Y
396385,GJ,Valsad,Y,Y,Y,Y,Y
571424,KA,Mandya,Y,Y,Y,Y,Y
272193,UP,Siddharthnagar,Y,Y,Y,Y,Y
679533,KL,PALAKKAD,Y,Y,Y,Y,Y
360040,GJ,Rajkot,Y,Y,N,Y,Y
638008,TN,Namakkal,Y,Y,Y,Y,Y
632202,TN,Vellore,Y,Y,Y,Y,Y
626119,TN,Virudhunagar,Y,Y,Y,Y,Y
624610,TN,Palani,Y,Y,Y,Y,Y
612605,TN,Tiruvarur,Y,Y,Y,Y,Y
600127,TN,Chennai,Y,Y,Y,Y,Y
628251,TN,Tuticorin,Y,Y,Y,Y,Y
628613,TN,Tuticorin,Y,Y,Y,Y,Y
628211,TN,Tuticorin,Y,Y,Y,Y,Y
172102,HP,Shimla,Y,Y,N,Y,N
754215,OR,Kendrapara,Y,Y,Y,Y,Y
712123,WB,Hooghly,Y,Y,Y,Y,Y
431514,MH,Parbhani,Y,Y,Y,Y,Y
431716,MH,Nanded,Y,Y,Y,Y,Y
516108,AP,Cuddapah,Y,Y,Y,Y,Y
803120,BR,Nalanda,Y,Y,Y,Y,Y
518508,AP,Kurnool,Y,Y,Y,Y,Y
803216,BR,Nalanda,Y,Y,Y,Y,Y
686508,KL,Ernakulam,Y,Y,Y,Y,Y
283145,UP,Firozabad,Y,Y,Y,Y,Y
700161,WB,North 24 Parganas,Y,Y,Y,Y,Y
363334,GJ,Surendra Nagar,Y,Y,N,Y,N
754130,OR,Jagatsinghapur,Y,Y,N,Y,N
209217,UP,Kanpur Nagar,Y,Y,Y,Y,Y
303314,RJ,Dausa,Y,Y,Y,Y,Y
208008,UP,Kanpur Nagar,Y,Y,Y,Y,Y
690507,KL,Alappuzha,Y,Y,Y,Y,Y
451551,MP,Barwani,Y,Y,Y,Y,Y
832106,JH,East Singhbhum,Y,Y,N,Y,N
401607,MH,Thane,Y,Y,Y,Y,Y
784026,AS,Sonitpur,Y,Y,N,Y,N
743202,WB,North 24 Parganas,Y,Y,Y,Y,Y
700058,WB,Kolkata,Y,Y,Y,Y,Y
177301,HP,Hamirpur(Hp),Y,Y,Y,Y,Y
400056,MH,Mumbai,Y,Y,Y,Y,Y
535578,AP,Vizianagaram,Y,Y,Y,Y,Y
781318,AS,BARPETA,Y,Y,Y,Y,Y
277211,UP,Ballia,Y,Y,N,Y,N
470661,MP,Damoh,Y,Y,Y,Y,Y
175102,HP,Kullu,Y,Y,Y,Y,Y
786010,AS,Dibrugarh,Y,Y,Y,Y,Y
829134,JH,Hazaribag,Y,Y,Y,Y,Y
833212,JH,West Singhbhum,Y,Y,Y,Y,Y
591131,KA,Belgaum,Y,Y,Y,Y,Y
785018,AS,Jorhat,Y,Y,Y,Y,Y
148034,PB,Sangrur,Y,Y,Y,Y,Y
534452,AP,West Godavari,Y,Y,Y,Y,Y
152118,PB,Abohar,Y,Y,Y,Y,Y
744206,AN,South Andaman,Y,Y,Y,Y,Y
683587,KL,Ernakulam,Y,Y,Y,Y,Y
680521,KL,Thrissur,Y,Y,Y,Y,Y
721101,WB,West Midnapore,Y,Y,Y,Y,Y
571103,KA,Mysore,Y,Y,Y,Y,Y
396002,GJ,Valsad,Y,Y,Y,Y,Y
686574,KL,Kottayam,Y,Y,Y,Y,Y
571430,KA,Mandya,Y,Y,Y,Y,Y
629603,TN,Kanyakumari,Y,Y,Y,Y,Y
637202,TN,Namakkal,Y,Y,Y,Y,Y
600025,TN,Chennai,Y,Y,Y,Y,Y
508280,TS,Nalgonda,Y,Y,N,Y,N
712105,WB,Hooghly,Y,Y,Y,Y,Y
506167,TS,Warangal,Y,Y,Y,Y,Y
321605,RJ,Alwar,Y,Y,N,Y,N
695040,KL,Trivandrum,Y,Y,Y,Y,Y
425402,MH,Jalgaon,Y,Y,N,Y,N
743268,WB,Habra - I,Y,Y,Y,Y,Y
500006,TS,Hyderabad,Y,Y,Y,Y,Y
144024,PB,Nawanshahr,Y,Y,Y,Y,Y
689622,KL,Alappuzha,Y,Y,Y,Y,Y
444901,MH,Amravati,Y,Y,Y,Y,Y
402105,MH,Raigarh(Mh),Y,Y,Y,Y,Y
388320,GJ,Anand,Y,Y,Y,Y,Y
383315,GJ,Sabarkantha,Y,Y,Y,Y,Y
783392,AS,Bongaigaon,Y,Y,N,Y,N
144203,PB,Kapurthala,Y,Y,Y,Y,Y
323024,RJ,Bundi,Y,Y,Y,Y,Y
171223,HP,Shimla,Y,Y,Y,Y,Y
209745,UP,Farrukhabad,Y,Y,Y,Y,Y
365630,GJ,Amreli,Y,Y,N,Y,N
131403,HR,Sonipat,Y,Y,Y,Y,Y
742402,WB,Murshidabad,Y,Y,N,Y,N
577215,KA,Davangare,Y,Y,Y,Y,Y
721643,WB,East Midnapore,Y,Y,N,Y,N
562104,KA,Kolar,Y,Y,Y,Y,Y
606611,TN,Tiruvannamalai,Y,Y,Y,Y,Y
606707,TN,Tiruvannamalai,Y,Y,Y,Y,Y
695523,KL,Thiruvananthapuram,Y,Y,Y,Y,Y
791112,AR,Papum Pare,Y,Y,Y,Y,Y
524131,AP,Nellore,Y,Y,Y,Y,Y
151510,PB,Rampura Phul,Y,Y,Y,Y,Y
759141,OR,Angul,Y,Y,N,Y,N
762029,OR,Kandhamal,Y,Y,Y,Y,Y
342020,RJ,Jodhpur,Y,Y,Y,Y,Y
457888,MP,Jhabua,Y,Y,N,Y,N
682308,KL,Cochin,Y,Y,Y,Y,Y
845432,BR,East Champaran,Y,Y,Y,Y,Y
604101,TN,Villupuram,Y,Y,Y,Y,Y
630710,TN,Sivaganga,Y,Y,Y,Y,Y
635307,TN,Krishnagiri,Y,Y,N,Y,N
612602,TN,Thanjavur,Y,Y,Y,Y,Y
626130,TN,Virudhunagar,Y,Y,Y,Y,Y
624314,TN,Dindigul,Y,Y,Y,Y,Y
628618,TN,Tuticorin,Y,Y,Y,Y,Y
623135,TN,Ramanathapuram,Y,Y,Y,Y,Y
624307,TN,Dindigul,Y,Y,Y,Y,Y
848303,BR,Samastipur,Y,Y,Y,Y,Y
712601,WB,Hooghly,Y,Y,N,Y,N
508286,TS,Nalgonda,Y,Y,Y,Y,Y
713341,WB,Bardhaman,Y,Y,Y,Y,Y
176402,HP,Kangra,Y,Y,N,Y,N
301018,RJ,Alwar,Y,Y,Y,Y,Y
303327,RJ,Dausa,Y,Y,Y,Y,Y
414301,MH,Ahmed Nagar,Y,Y,Y,Y,Y
177211,HP,Una,Y,Y,Y,Y,Y
678015,KL,Palakkad,Y,Y,Y,Y,Y
783127,AS,Dhubri,Y,Y,N,Y,N
382355,GJ,Gandhi Nagar,Y,Y,Y,Y,Y
302009,RJ,Jaipur,Y,Y,Y,Y,Y
173235,HP,SOLAN,Y,Y,Y,Y,Y
522317,AP,Guntur,Y,Y,Y,Y,Y
462004,MP,Bhopal,Y,Y,Y,Y,Y
721657,WB,Haldia,Y,Y,Y,Y,Y
761103,OR,Ganjam,Y,Y,Y,Y,Y
131305,HR,SONIPAT,Y,Y,N,Y,N
732139,WB,Malda,Y,Y,N,Y,N
743235,WB,North 24 Parganas,Y,Y,N,Y,N
244925,UP,Rampur,Y,Y,N,Y,N
133201,HR,Ambala,Y,Y,Y,Y,Y
734404,WB,SILIGURI,Y,Y,Y,Y,Y
450661,MP,Khargone,Y,Y,Y,Y,Y
423305,MH,Nashik,Y,Y,Y,Y,Y
324004,RJ,Kota,Y,Y,Y,Y,Y
263136,UK,Nainital,Y,Y,Y,Y,Y
485778,MP,Satna,Y,Y,Y,Y,Y
403407,GA,North Goa,Y,Y,Y,Y,Y
466113,MP,Sehore,Y,Y,Y,Y,Y
571342,KA,Chamrajnagar,Y,Y,Y,Y,Y
754110,OR,Jagatsinghapur,Y,Y,Y,Y,Y
786159,AS,Tinsukia,Y,Y,Y,Y,Y
673525,KL,Kozhikode,Y,Y,Y,Y,Y
670507,KL,Kannur,Y,Y,Y,Y,Y
522330,AP,Guntur,Y,Y,Y,Y,Y
601204,TN,Tiruvallur,Y,Y,Y,Y,Y
680617,KL,Thrissur,Y,Y,Y,Y,Y
123301,HR,Rewari,Y,Y,N,Y,N
585103,KA,Gulbarga,Y,Y,Y,Y,Y
793150,ML,Jaintia Hills,Y,Y,Y,Y,Y
517423,AP,Chittoor,Y,Y,Y,Y,Y
574218,KA,Dakshina Kannada,Y,Y,Y,Y,Y
581118,KA,Haveri,Y,Y,N,Y,N
534324,AP,West Godavari,Y,Y,N,Y,N
625603,TN,Theni,Y,Y,Y,Y,Y
535270,AP,Vizianagaram,Y,Y,N,Y,N
415501,MH,Satara,Y,Y,Y,Y,Y
629804,TN,Kanyakumari,Y,Y,Y,Y,Y
621010,TN,Tiruchirappalli,Y,Y,Y,Y,Y
621219,TN,Perambalur,Y,Y,Y,Y,Y
636307,TN,Salem,Y,Y,Y,Y,Y
625514,TN,Madurai,Y,Y,Y,Y,Y
626177,TN,Virudhunagar,Y,Y,Y,Y,Y
612302,TN,Thanjavur,Y,Y,Y,Y,Y
612108,TN,Thanjavur,Y,Y,Y,Y,Y
637017,TN,Namakkal,Y,Y,Y,Y,Y
624101,TN,Dindigul,Y,Y,Y,Y,Y
177110,HP,Una,Y,Y,Y,Y,Y
515465,AP,Ananthapur,Y,Y,Y,Y,Y
686040,KL,Kottayam,Y,Y,Y,Y,Y
231307,UP,Mirzapur,Y,Y,Y,Y,Y
127035,HR,Bhiwani,Y,Y,N,Y,N
581351,KA,Uttara Kannada,Y,Y,N,Y,N
581353,KA,Uttara Kannada,Y,Y,Y,Y,Y
444706,MH,Amravati,Y,Y,N,Y,N
431508,MH,Parbhani,Y,Y,N,Y,N
847302,BR,Sitamarhi,Y,Y,Y,Y,Y
713370,WB,Bardhaman,Y,Y,N,Y,N
331302,RJ,Churu,Y,Y,N,Y,N
506146,TS,Warangal,Y,Y,Y,Y,Y
756001,OR,Baleswar,Y,Y,Y,Y,Y
756029,OR,Baleswar,Y,Y,N,Y,N
721647,WB,East Midnapore,Y,Y,Y,Y,Y
783122,AS,Goalpara,Y,Y,Y,Y,Y
999992,MH,mumbai,Y,Y,Y,Y,Y
784505,AS,Sonitpur,Y,Y,N,Y,N
415515,MH,Satara,Y,Y,Y,Y,Y
711111,WB,Howrah,Y,Y,Y,Y,Y
505502,TS,Karim Nagar,Y,Y,N,Y,N
743398,WB,South 24 Parganas,Y,Y,Y,Y,Y
754204,OR,Cuttack,Y,Y,Y,Y,Y
243122,UP,Bareilly,Y,Y,Y,Y,Y
788832,AS,North Cachar Hills,Y,Y,N,Y,N
160014,PB,Chandigarh,Y,Y,Y,Y,Y
450114,MP,Khandwa,Y,Y,Y,Y,Y
202170,UP,Aligarh,Y,Y,Y,Y,Y
500081,TS,Hyderabad,Y,Y,Y,Y,Y
781171,AS,Kamrup,Y,Y,Y,Y,Y
416513,MH,Sindhudurg,Y,Y,Y,Y,Y
335038,RJ,Ganganagar,Y,Y,Y,Y,Y
262723,UP,Kheri,Y,Y,Y,Y,Y
485446,MP,Satna,Y,Y,N,Y,N
754119,OR,Jagatsinghapur,Y,Y,Y,Y,Y
140407,PB,Fatehgarh Sahib,Y,Y,Y,Y,Y
786621,AS,Dibrugarh,Y,Y,Y,Y,Y
506135,TS,Warangal,Y,Y,Y,Y,Y
416022,MH,Kolhapur,Y,Y,Y,Y,Y
453111,MP,Indore,Y,Y,Y,Y,Y
795007,MN,Senapati,Y,Y,Y,Y,Y
521343,AP,Krishna,Y,Y,Y,Y,Y
673586,KL,Kozhikode,Y,Y,Y,Y,Y
584116,KA,Raichur,Y,Y,N,Y,N
584135,KA,Raichur,Y,Y,Y,Y,Y
712424,WB,Hooghly,Y,Y,Y,Y,Y
712302,WB,Hooghly,Y,Y,Y,Y,Y
143149,PB,Amritsar,Y,Y,Y,Y,Y
384430,GJ,Mahesana,Y,Y,Y,Y,Y
332316,RJ,Sikar,Y,Y,N,Y,N
506356,TS,Warangal,Y,Y,Y,Y,Y
586121,KA,Bijapur,Y,Y,Y,Y,Y
731102,WB,Birbhum,Y,Y,Y,Y,Y
622002,TN,,Y,Y,Y,Y,Y
442903,MH,Chandrapur,Y,Y,N,Y,N
490036,CG,Durg,Y,Y,Y,Y,Y
505302,TS,Karim Nagar,Y,Y,N,Y,N
497225,CG,Surguja,Y,Y,Y,Y,Y
607001,TN,Cuddalore,Y,Y,Y,Y,Y
630107,TN,Sivaganga,Y,Y,Y,Y,Y
626105,TN,Virudhunagar,Y,Y,Y,Y,Y
612102,TN,Thanjavur,Y,Y,Y,Y,Y
628753,TN,Tuticorin,Y,Y,Y,Y,Y
144202,PB,Hoshiarpur,Y,Y,Y,Y,Y
585421,KA,Bidar,Y,Y,Y,Y,Y
388630,GJ,Anand,Y,Y,N,Y,N
847239,BR,Madhubani,Y,Y,N,Y,N
370110,GJ,Kachchh,Y,Y,Y,Y,Y
783131,AS,Dhubri,Y,Y,N,Y,N
388610,GJ,Khambat,Y,Y,N,Y,N
670595,KL,Kannur,Y,Y,Y,Y,Y
743122,WB,North 24 Parganas,Y,Y,Y,Y,Y
141415,PB,Ludhiana,Y,Y,Y,Y,Y
455003,MP,Dewas,Y,Y,Y,Y,Y
415527,MH,Satara,Y,Y,Y,Y,Y
743135,WB,North 24 Parganas,Y,Y,N,Y,N
410206,MH,Raigarh(Mh),Y,Y,Y,Y,Y
382013,GJ,Ahmedabad,Y,Y,Y,Y,Y
523316,AP,Prakasam,Y,Y,Y,Y,Y
327024,RJ,Banswara,Y,Y,Y,Y,Y
141004,PB,Ludhiana,Y,Y,Y,Y,Y
503111,TS,Nizamabad,Y,Y,Y,Y,Y
226019,UP,Lucknow,Y,Y,Y,Y,Y
401103,MH,Thane,Y,Y,Y,Y,Y
700085,WB,Kolkata,Y,Y,Y,Y,Y
734216,WB,Darjiling,Y,Y,N,Y,N
504208,TS,Adilabad,Y,Y,Y,Y,Y
400036,MH,Mumbai,Y,Y,Y,Y,Y
110006,DL,North West Delhi,Y,Y,N,Y,N
403005,GA,North Goa,Y,Y,Y,Y,Y
403107,GA,South Goa,Y,Y,Y,Y,Y
535102,AP,Vizianagaram,Y,Y,Y,Y,Y
825301,JH,Hazaribag,Y,Y,Y,Y,Y
277207,UP,Ballia,Y,Y,Y,Y,Y
413603,MH,Osmanabad,Y,Y,Y,Y,Y
209301,UP,Kanpur Dehat,Y,Y,Y,Y,Y
243702,UP,Rampur,Y,Y,Y,Y,Y
723148,WB,Puruliya,Y,Y,N,Y,N
758020,OR,Kendujhar,Y,Y,Y,Y,Y
829129,JH,Hazaribag,Y,Y,Y,Y,Y
563101,KA,Kolar,Y,Y,Y,Y,Y
415407,MH,Sangli,Y,Y,Y,Y,Y
785623,AS,Golaghat,Y,Y,Y,Y,Y
504205,TS,Adilabad,Y,Y,N,Y,N
530044,AP,Visakhapatnam,Y,Y,Y,Y,Y
563161,KA,Kolar,Y,Y,Y,Y,Y
175022,HP,Mandi,Y,Y,Y,Y,Y
629702,TN,Kanyakumari,Y,Y,Y,Y,Y
517503,AP,Chittoor,Y,Y,Y,Y,Y
522010,AP,Guntur,Y,Y,Y,Y,Y
673021,KL,Kozhikode,Y,Y,Y,Y,Y
673125,KL,Wayanad,Y,Y,Y,Y,Y
230404,UP,Pratapgarh,Y,Y,Y,Y,Y
632315,TN,Tiruvannamalai,Y,Y,Y,Y,Y
629178,TN,Kanyakumari,Y,Y,Y,Y,Y
627115,TN,Tirunelveli,Y,Y,Y,Y,Y
607107,TN,Villupuram,Y,Y,Y,Y,Y
627201,TN,Tirunelveli,Y,Y,Y,Y,Y
607308,TN,Cuddalore,Y,Y,Y,Y,Y
600107,TN,Chennai,Y,Y,Y,Y,Y
364140,GJ,Bhavnagar,Y,Y,N,Y,N
125060,HR,Sirsa,Y,Y,Y,Y,Y
685608,KL,Idukki,Y,Y,Y,Y,Y
122018,HR,Gurgaon,Y,Y,Y,Y,Y
384225,GJ,Patan,Y,Y,Y,Y,Y
712426,WB,Hooghly,Y,Y,Y,Y,Y
222139,UP,Jaunpur,Y,Y,Y,Y,Y
176303,HP,Chamba,Y,Y,Y,Y,Y
441903,MH,Bhandara,Y,Y,Y,Y,Y
766011,OR,Kalahandi,Y,Y,Y,Y,Y
822116,JH,Palamau,Y,Y,Y,Y,Y
770051,OR,Sundergarh,Y,Y,Y,Y,Y
841410,BR,Saran,Y,Y,N,Y,N
244413,UP,MORADABAD,Y,Y,Y,Y,Y
425503,MH,Jalgaon,Y,Y,Y,Y,Y
756044,OR,Baleswar,Y,Y,Y,Y,Y
301017,RJ,Alwar,Y,Y,Y,Y,Y
802111,BR,Buxar,Y,Y,Y,Y,Y
507133,TS,Khammam,Y,Y,N,Y,N
743134,WB,North 24 Parganas,Y,Y,N,Y,N
247773,UP,Muzaffarnagar,Y,Y,Y,Y,Y
441123,MH,Nagpur,Y,Y,Y,Y,Y
759127,OR,Angul,Y,Y,N,Y,N
141033,PB,Ludhiana,Y,Y,Y,Y,Y
380012,GJ,Ahmedabad,Y,Y,Y,Y,Y
755018,OR,Jajapur,Y,Y,N,Y,N
271903,UP,Bahraich,Y,Y,Y,Y,Y
284404,UP,Lalitpur,Y,Y,Y,Y,Y
486661,MP,Sidhi,Y,Y,Y,Y,Y
227809,UP,Sultanpur,Y,Y,Y,Y,Y
207244,UP,Etah,Y,Y,Y,Y,Y
768019,OR,Sambalpur,Y,Y,Y,Y,Y
768110,OR,Debagarh,Y,Y,Y,Y,Y
781103,AS,Kamrup,Y,Y,N,Y,N
370435,GJ,Kachchh,Y,Y,N,Y,N
500069,TS,Hyderabad,Y,Y,Y,Y,Y
560099,KA,Bangalore,Y,Y,Y,Y,Y
