Pincode,State Code,District,Prepaid,Reverse Pickup,REPL,COD,Cash
682017,KL,Cochin,Y,Y,Y,Y,Y
603101,TN,Kanchipuram,Y,Y,Y,Y,Y
322236,RJ,Karauli,Y,Y,Y,Y,Y
621715,TN,Tiruchirappalli,Y,Y,Y,Y,Y
641102,TN,Erode,Y,Y,Y,Y,Y
629177,TN,Kanyakumari,Y,Y,Y,Y,Y
626188,TN,Virudhunagar,Y,Y,Y,Y,Y
637303,TN,Tiruchengode,Y,Y,Y,Y,Y
637502,TN,Salem,Y,Y,Y,Y,Y
603127,TN,Kanchipuram,Y,Y,N,Y,N
221709,UP,Ballia,Y,Y,Y,Y,Y
695044,KL,Thiruvananthapuram,Y,Y,Y,Y,Y
176128,HP,Kangra,Y,Y,N,Y,N
685588,KL,Idukki,Y,Y,Y,Y,Y
508234,TS,Nalgonda,Y,Y,Y,Y,Y
311806,RJ,Bhilwara,Y,Y,N,Y,N
173208,HP,Solan,Y,Y,Y,Y,Y
176001,HP,Dakshina Kannada,Y,Y,Y,Y,Y
176401,HP,Kangra,Y,Y,N,Y,N
516228,AP,Cuddapah,Y,Y,Y,Y,Y
383030,GJ,Sabarkantha,Y,Y,Y,Y,Y
814120,JH,Dumka,Y,Y,N,Y,N
383006,GJ,Sabarkantha,Y,Y,Y,Y,Y
711101,WB,Howrah,Y,Y,Y,Y,Y
690521,KL,Kollam,Y,Y,Y,Y,Y
686005,KL,Kottayam,Y,Y,Y,Y,Y
801104,BR,Patna,Y,Y,Y,Y,Y
743249,WB,North 24 Parganas,Y,Y,N,Y,N
422615,MH,Ahmed Nagar,Y,Y,Y,Y,Y
506166,TS,Warangal,Y,Y,Y,Y,Y
251316,UP,Muzaffarnagar,Y,Y,Y,Y,Y
821308,BR,Rohtas,Y,Y,Y,Y,Y
203403,UP,Bulandshahr,Y,Y,Y,Y,Y
384229,GJ,Patan,Y,Y,Y,Y,Y
142049,PB,Moga,Y,Y,Y,Y,Y
144525,PB,Nawanshahr,Y,Y,Y,Y,Y
203203,UP,Gautam Buddha Nagar,Y,Y,Y,Y,Y
522024,AP,Guntur,Y,Y,Y,Y,Y
382043,GJ,Gandhinagar,Y,Y,Y,Y,Y
800008,BR,Patna,Y,Y,Y,Y,Y
212218,UP,Allahabad,Y,Y,Y,Y,Y
151401,PB,Bathinda,Y,Y,Y,Y,Y
571251,KA,Kodagu,Y,Y,Y,Y,Y
212658,UP,Fatehpur,Y,Y,Y,Y,Y
723129,WB,Puruliya,Y,Y,N,Y,N
754029,OR,Cuttack,Y,Y,N,Y,N
761035,OR,Ganjam,Y,Y,N,Y,N
591227,KA,Belgaum,Y,Y,Y,Y,Y
641043,TN,Coimbatore,Y,Y,Y,Y,Y
848109,BR,Samastipur,Y,Y,Y,Y,Y
577205,KA,Shimoga,Y,Y,Y,Y,Y
843314,BR,Sitamarhi,Y,Y,Y,Y,Y
303007,RJ,Jaipur,Y,Y,Y,Y,Y
680505,KL,Thrissur,Y,Y,Y,Y,Y
643237,TN,Nilgiris,Y,Y,Y,Y,Y
413526,MH,Osmanabad,Y,Y,Y,Y,Y
531083,AP,Visakhapatnam,Y,Y,Y,Y,Y
577536,KA,Chitradurga,Y,Y,Y,Y,Y
576218,KA,Udupi,Y,Y,Y,Y,Y
221705,UP,Mau,Y,Y,N,Y,N
561206,KA,Kolar,Y,Y,Y,Y,Y
680502,KL,Thrissur,Y,Y,Y,Y,Y
581355,KA,Uttara Kannada,Y,Y,N,Y,N
805112,BR,Nawada,Y,Y,Y,Y,Y
362650,GJ,Porbandar,Y,Y,N,Y,N
492004,CG,Raipur,Y,Y,Y,Y,Y
678504,KL,Palakkad,Y,Y,Y,Y,Y
678501,KL,Palakkad,Y,Y,Y,Y,Y
679514,KL,Akaloor,Y,Y,Y,Y,Y
620024,TN,Tiruchirappalli,Y,Y,Y,Y,Y
638312,TN,Erode,Y,Y,N,Y,N
626102,TN,Virudhunagar,Y,Y,Y,Y,Y
612802,TN,Kumbakonam,Y,Y,Y,Y,Y
627812,TN,Tenkasi,Y,Y,Y,Y,Y
627852,TN,Tirunelveli,Y,Y,Y,Y,Y
221701,UP,Ballia,Y,Y,Y,Y,Y
736179,WB,Cooch Behar,Y,Y,Y,Y,Y
125055,HR,Sirsa,Y,Y,Y,Y,Y
470226,MP,Sagar,Y,Y,N,Y,N
770034,OR,Sundergarh,Y,Y,Y,Y,Y
712418,WB,Hooghly,Y,Y,Y,Y,Y
688002,KL,Alappuzha,Y,Y,Y,Y,Y
232336,UP,Ghazipur,Y,Y,Y,Y,Y
431520,MH,Beed,Y,Y,Y,Y,Y
370160,GJ,Kachchh,Y,Y,N,Y,N
506252,TS,Warangal,Y,Y,Y,Y,Y
754153,OR,Kendrapara,Y,Y,Y,Y,Y
410207,MH,Raigarh(Mh),Y,Y,Y,Y,Y
713378,WB,Bardhaman,Y,Y,Y,Y,Y
999995,TS,Hyderabad,Y,Y,Y,Y,Y
999955,DL,Delhi,Y,Y,Y,Y,Y
517126,AP,Chittoor,Y,Y,Y,Y,Y
421501,MH,Thane,Y,Y,Y,Y,Y
700144,WB,South 24 Parganas,Y,Y,Y,Y,Y
261141,UP,Sitapur,Y,Y,Y,Y,Y
712247,WB,Hooghly,Y,Y,Y,Y,Y
502321,TS,Medak,Y,Y,Y,Y,Y
382743,GJ,Gandhinagar,Y,Y,Y,Y,Y
400207,MH,Thane,Y,Y,Y,Y,Y
394410,GJ,Surat,Y,Y,Y,Y,Y
401401,MH,Thane,Y,Y,Y,Y,Y
394360,GJ,Surat,Y,Y,Y,Y,Y
570010,KA,Mysore,Y,Y,Y,Y,Y
250101,UP,Bagpat,Y,Y,Y,Y,Y
271803,UP,Shravasti,Y,Y,Y,Y,Y
754114,OR,Jagatsinghapur,Y,Y,Y,Y,Y
786160,AS,Tinsukia,Y,Y,Y,Y,Y
571248,KA,Kodagu,Y,Y,Y,Y,Y
723130,WB,Puruliya,Y,Y,N,Y,N
848115,BR,Samastipur,Y,Y,Y,Y,Y
573202,KA,Hassan,Y,Y,Y,Y,Y
788152,AS,Hailakandi,Y,Y,Y,Y,Y
787032,AS,Lakhimpur,Y,Y,Y,Y,Y
761206,OR,Gajapati,Y,Y,Y,Y,Y
591218,KA,Belgaum,Y,Y,Y,Y,Y
311803,RJ,Bhilwara,Y,Y,N,Y,N
682009,KL,Cochin,Y,Y,Y,Y,Y
534199,AP,West Godavari,Y,Y,Y,Y,Y
533007,AP,East Godavari,Y,Y,Y,Y,Y
679334,KL,Malappuram,Y,Y,N,Y,N
391151,GJ,Vadodara,Y,Y,N,Y,N
770021,OR,Sundergarh,Y,Y,Y,Y,Y
341503,RJ,Nagaur,Y,Y,Y,Y,Y
845315,BR,East Champaran,Y,Y,Y,Y,Y
584201,KA,Raichur,Y,Y,Y,Y,Y
606702,TN,Tiruvannamalai,Y,Y,Y,Y,Y
563130,KA,Kolar,Y,Y,Y,Y,Y
535240,AP,Vizianagaram,Y,Y,N,Y,N
686577,KL,Ernakulam,Y,Y,Y,Y,Y
629708,TN,Kanyakumari,Y,Y,Y,Y,Y
636014,TN,Salem,Y,Y,Y,Y,Y
613502,TN,Thanjavur,Y,Y,Y,Y,Y
614101,TN,Tiruvarur,Y,Y,Y,Y,Y
825318,JH,Koderma,Y,Y,Y,Y,Y
176091,HP,Kangra,Y,Y,Y,Y,Y
144029,PB,Nawanshahr,Y,Y,Y,Y,Y
176052,HP,Kangra,Y,Y,Y,Y,Y
176085,HP,Kangra,Y,Y,Y,Y,Y
124513,HR,Rohtak,Y,Y,N,Y,N
402111,MH,Raigarh(Mh),Y,Y,Y,Y,Y
506163,TS,Warangal,Y,Y,Y,Y,Y
805125,BR,Nawada,Y,Y,Y,Y,Y
713518,WB,Bardhaman,Y,Y,Y,Y,Y
691002,KL,Kollam,Y,Y,Y,Y,Y
470002,MP,Sagar,Y,Y,Y,Y,Y
209866,UP,Unnao,Y,Y,Y,Y,Y
686511,KL,Ranni,Y,Y,Y,Y,Y
721650,WB,East Midnapore,Y,Y,Y,Y,Y
576244,KA,Udupi,Y,Y,Y,Y,Y
515867,AP,Ananthapur,Y,Y,Y,Y,Y
756059,OR,Baleswar,Y,Y,N,Y,N
415102,MH,Satara,Y,Y,Y,Y,Y
251203,UP,Muzaffarnagar,Y,Y,Y,Y,Y
518442,AP,Kurnool,Y,Y,Y,Y,Y
382260,GJ,Ahmedabad,Y,Y,Y,Y,Y
695123,KL,Thiruvananthapuram,Y,Y,Y,Y,Y
783320,AS,Dhubri,Y,Y,Y,Y,Y
244302,UP,Moradabad,Y,Y,Y,Y,Y
504295,TS,Adilabad,Y,Y,Y,Y,Y
473111,MP,Guna,Y,Y,Y,Y,Y
403203,GA,North Goa,Y,Y,Y,Y,Y
184204,JK,KATHUA,Y,Y,Y,Y,Y
754133,OR,Jagatsinghapur,Y,Y,Y,Y,Y
281002,UP,Mathura,Y,Y,Y,Y,Y
205302,UP,Farrukhabad,Y,Y,Y,Y,Y
210433,UP,Mahoba,Y,Y,N,Y,N
784151,AS,Sonitpur,Y,Y,Y,Y,Y
581301,KA,Uttara Kannada,Y,Y,Y,Y,Y
641034,TN,Coimbatore,Y,Y,Y,Y,Y
534244,AP,Bhimavaram,Y,Y,Y,Y,Y
573165,KA,Hassan,Y,Y,Y,Y,Y
440023,MH,Nagpur,Y,Y,Y,Y,Y
451448,MP,Barwani,Y,Y,Y,Y,Y
362265,GJ,Junagadh,Y,Y,Y,Y,Y
680006,KL,Thrissur,Y,Y,Y,Y,Y
631703,TN,Kanchipuram,Y,Y,Y,Y,Y
722153,WB,Puruliya,Y,Y,Y,Y,Y
211014,UP,Allahabad,Y,Y,Y,Y,Y
534004,AP,West Godavari,Y,Y,Y,Y,Y
680586,KL,Thrissur,Y,Y,Y,Y,Y
444202,MH,Buldhana,Y,Y,Y,Y,Y
571403,KA,Mandya,Y,Y,Y,Y,Y
383320,GJ,Sabarkantha,Y,Y,Y,Y,Y
414405,MH,Ahmed Nagar,Y,Y,N,Y,N
321024,RJ,Bharatpur,Y,Y,Y,Y,Y
721123,WB,West Midnapore,Y,Y,N,Y,N
627007,TN,Tirunelveli,Y,Y,Y,Y,Y
624202,TN,Dindigul,Y,Y,Y,Y,Y
614302,TN,Tiruvarur,Y,Y,Y,Y,Y
125004,HR,Hisar,Y,Y,Y,Y,Y
742113,WB,Murshidabad,Y,Y,Y,Y,Y
580003,KA,Dharward,Y,Y,Y,Y,Y
177119,HP,Hamirpur(Hp),Y,Y,Y,Y,Y
360577,GJ,Porbandar,Y,Y,Y,Y,Y
516270,AP,Cuddapah,Y,Y,Y,Y,Y
678594,KL,Palakkad,Y,Y,Y,Y,Y
751030,OR,Khorda,Y,Y,Y,Y,Y
425410,MH,Nandurbar,Y,Y,Y,Y,Y
412405,MH,Pune,Y,Y,Y,Y,Y
311301,RJ,Bhilwara,Y,Y,N,Y,N
321613,RJ,Dausa,Y,Y,Y,Y,Y
825324,JH,Barki Saria,Y,Y,N,Y,N
534351,AP,Kovvur,Y,Y,N,Y,N
425428,MH,Dhule,Y,Y,Y,Y,Y
391101,GJ,Vadodara,Y,Y,Y,Y,Y
284306,UP,Jhansi,Y,Y,Y,Y,Y
500017,TS,Hyderabad,Y,Y,Y,Y,Y
700141,WB,Kolkata,Y,Y,Y,Y,Y
400024,MH,Mumbai,Y,Y,Y,Y,Y
313013,RJ,Udaipur,Y,Y,Y,Y,Y
515306,AP,Ananthapur,Y,Y,Y,Y,Y
518135,AP,Kurnool,Y,Y,Y,Y,Y
504231,TS,Adilabad,Y,Y,N,Y,N
146101,PB,Hoshiarpur,Y,Y,Y,Y,Y
392230,GJ,Bharuch,Y,Y,Y,Y,Y
521124,AP,Krishna,Y,Y,Y,Y,Y
175025,HP,Mandi,Y,Y,N,Y,N
473113,MP,Guna,Y,Y,Y,Y,Y
416616,MH,Sindhudurg,Y,Y,Y,Y,Y
271605,UP,Balrampur,Y,Y,Y,Y,Y
752118,OR,Puri,Y,Y,N,Y,N
842001,BR,Muzaffarpur,Y,Y,Y,Y,Y
676108,KL,Malappuram,Y,Y,Y,Y,Y
785638,AS,Jorhat,Y,Y,Y,Y,Y
574201,KA,Dakshina Kannada,Y,Y,Y,Y,Y
577168,KA,Chickmagalur,Y,Y,Y,Y,Y
606601,TN,Tiruvannamalai,Y,Y,Y,Y,Y
325601,RJ,Kota,Y,Y,Y,Y,Y
402308,MH,Raigarh(Mh),Y,Y,Y,Y,Y
814110,JH,Dumka,Y,Y,Y,Y,Y
676317,KL,Malappuram,Y,Y,Y,Y,Y
486448,MP,Rewa,Y,Y,N,Y,N
121001,HR,Faridabad,Y,Y,Y,Y,Y
342606,RJ,Jodhpur,Y,Y,Y,Y,Y
604408,TN,Tiruvannamalai,Y,Y,Y,Y,Y
625708,TN,Madurai,Y,Y,Y,Y,Y
613503,TN,Thanjavur,Y,Y,Y,Y,Y
638501,TN,Erode,Y,Y,N,Y,N
624005,TN,Dindigul,Y,Y,Y,Y,Y
632401,TN,Vellore,Y,Y,Y,Y,Y
262402,UK,Nainital,Y,Y,Y,Y,Y
250612,UP,Meerut,Y,Y,Y,Y,Y
221505,UP,Varanasi,Y,Y,Y,Y,Y
177028,HP,Hamirpur(Hp),Y,Y,Y,Y,Y
177118,HP,Hamirpur(Hp),Y,Y,Y,Y,Y
185156,JK,Rajauri,Y,Y,Y,Y,Y
133002,HR,AMBALA,Y,Y,Y,Y,Y
509311,TS,Mahabub Nagar,Y,Y,Y,Y,Y
735230,WB,Jalpaiguri,Y,Y,Y,Y,Y
231314,UP,Mirzapur,Y,Y,Y,Y,Y
441208,MH,Gadchiroli,Y,Y,Y,Y,Y
360370,GJ,Rajkot,Y,Y,Y,Y,Y
132041,HR,Karnal,Y,Y,Y,Y,Y
841427,BR,Gopalganj,Y,Y,Y,Y,Y
201002,UP,Ghaziabad,Y,Y,Y,Y,Y
425301,MH,Jalgaon,Y,Y,Y,Y,Y
273408,UP,Gorakhpur,Y,Y,N,Y,N
515863,AP,Ananthapur,Y,Y,Y,Y,Y
110066,DL,South West Delhi,Y,Y,Y,Y,Y
841252,BR,Siwan,Y,Y,Y,Y,Y
313342,RJ,Rajsamand,Y,Y,Y,Y,Y
695307,KL,Thiruvananthapuram,Y,Y,Y,Y,Y
134115,CH,Panchkula,Y,Y,Y,Y,Y
451555,MP,Barwani,Y,Y,Y,Y,Y
712206,WB,Barrackpore,Y,Y,Y,Y,Y
242005,UP,Shahjahanpur,Y,Y,Y,Y,Y
209302,UP,Kanpur Dehat,Y,Y,Y,Y,Y
212641,UP,Fatehpur,Y,Y,N,Y,N
754031,OR,Cuttack,Y,Y,Y,Y,Y
788150,AS,Hailakandi,Y,Y,Y,Y,Y
641666,TN,Coimbatore,Y,Y,Y,Y,Y
411019,MH,Pune,Y,Y,Y,Y,Y
389151,GJ,Dahod,Y,Y,Y,Y,Y
800026,BR,Patna,Y,Y,Y,Y,Y
523002,AP,Prakasam,Y,Y,Y,Y,Y
390009,GJ,Vadodara,Y,Y,Y,Y,Y
415211,MH,Satara,Y,Y,Y,Y,Y
321303,RJ,Bharatpur,Y,Y,Y,Y,Y
507003,TS,Khammam,Y,Y,Y,Y,Y
442201,MH,Wardha,Y,Y,Y,Y,Y
383240,GJ,Sabarkantha,Y,Y,Y,Y,Y
793007,ML,East Khasi Hills,Y,Y,Y,Y,Y
626531,TN,Theni,Y,Y,Y,Y,Y
673012,KL,Kozhikode,Y,Y,Y,Y,Y
843122,BR,Muzaffarpur,Y,Y,Y,Y,Y
604307,TN,Villupuram,Y,Y,Y,Y,Y
610111,TN,Thiruvarur,Y,Y,N,Y,N
621711,TN,Tiruchirappalli,Y,Y,Y,Y,Y
622404,TN,Thirumayam,Y,Y,Y,Y,Y
627111,TN,Tirunelveli,Y,Y,Y,Y,Y
621218,TN,Tiruchirappalli,Y,Y,Y,Y,Y
472442,MP,Tikamgarh,Y,Y,N,Y,N
532456,AP,Srikakulam,Y,Y,N,Y,N
201016,UP,Ghaziabad,Y,Y,Y,Y,Y
361101,GJ,Jamnagar,Y,Y,Y,Y,Y
151204,PB,Faridkot,Y,Y,Y,Y,Y
143516,PB,Gurdaspur,Y,Y,Y,Y,Y
464770,MP,Raisen,Y,Y,Y,Y,Y
360440,GJ,Rajkot,Y,Y,N,Y,N
841214,BR,Saran,Y,Y,Y,Y,Y
211006,UP,Allahabad,Y,Y,Y,Y,Y
303307,RJ,Jaipur,Y,Y,Y,Y,Y
756164,OR,Bhadrak,Y,Y,Y,Y,Y
783331,AS,Dhubri,Y,Y,Y,Y,Y
424001,MH,Dhule,Y,Y,Y,Y,Y
743193,WB,North 24 Parganas,Y,Y,N,Y,N
570022,KA,Mysore,Y,Y,Y,Y,Y
413217,MH,Solapur,Y,Y,N,Y,N
804403,BR,Gaya,Y,Y,Y,Y,Y
394635,GJ,Surat,Y,Y,Y,Y,Y
834011,JH,Ranchi,Y,Y,Y,Y,Y
482002,MP,Jabalpur,Y,Y,Y,Y,Y
560016,KA,Bangalore,Y,Y,Y,Y,Y
562109,KA,Ramanagar,Y,Y,Y,Y,Y
788169,AS,Hailakandi,Y,Y,Y,Y,Y
212621,UP,Fatehpur,Y,Y,Y,Y,Y
263645,UK,Almora,Y,Y,N,Y,N
483336,MP,Katni,Y,Y,N,Y,N
852111,BR,Supaul,Y,Y,Y,Y,Y
843165,BR,Muzaffarpur,Y,Y,Y,Y,Y
563103,KA,Kolar,Y,Y,Y,Y,Y
591318,KA,Belgaum,Y,Y,Y,Y,Y
814122,JH,Deoghar,Y,Y,Y,Y,Y
785004,AS,Jorhat,Y,Y,Y,Y,Y
395012,GJ,Surat,Y,Y,Y,Y,Y
571231,KA,Kodagu,Y,Y,Y,Y,Y
411004,MH,Pune,Y,Y,Y,Y,Y
680519,KL,Thrissur,Y,Y,Y,Y,Y
305628,RJ,Ajmer,Y,Y,Y,Y,Y
670334,KL,Kannur,Y,Y,Y,Y,Y
682037,KL,Cochin,Y,Y,Y,Y,Y
676123,KL,Malappuram,Y,Y,Y,Y,Y
496330,CG,Jashpur,Y,Y,Y,Y,Y
571404,KA,Mandya,Y,Y,Y,Y,Y
383225,GJ,Sabarkantha,Y,Y,Y,Y,Y
250341,UP,Meerut,Y,Y,Y,Y,Y
490013,CG,Durg,Y,Y,Y,Y,Y
464886,MP,Raisen,Y,Y,N,Y,N
638664,TN,Tirupur,Y,Y,Y,Y,Y
626112,TN,Virudhunagar,Y,Y,Y,Y,Y
626114,TN,Virudhunagar,Y,Y,Y,Y,Y
600104,TN,Chennai,Y,Y,Y,Y,Y
613602,TN,Thanjavur,Y,Y,Y,Y,Y
638452,TN,Erode,Y,Y,Y,Y,Y
627811,TN,Tirunelveli,Y,Y,Y,Y,Y
585443,KA,Bidar,Y,Y,Y,Y,Y
133301,HR,Ambala,Y,Y,Y,Y,Y
224141,UP,Faizabad,Y,Y,Y,Y,Y
742122,WB,Murshidabad,Y,Y,Y,Y,Y
752037,OR,Khorda,Y,Y,Y,Y,Y
303301,RJ,Jaipur,Y,Y,Y,Y,Y
176028,HP,Kangra,Y,Y,N,Y,N
176218,HP,Kangra,Y,Y,Y,Y,Y
695586,KL,Thiruvananthapuram,Y,Y,Y,Y,Y
713204,WB,Bardhaman,Y,Y,Y,Y,Y
464668,MP,Raisen,Y,Y,N,Y,N
410205,MH,Raigarh(Mh),Y,Y,Y,Y,Y
523320,AP,Prakasam,Y,Y,Y,Y,Y
824102,BR,Aurangabad(Bh),Y,Y,Y,Y,Y
412404,MH,Pune,Y,Y,Y,Y,Y
312601,RJ,Chittorgarh,Y,Y,N,Y,N
689677,KL,Pathanamthitta,Y,Y,Y,Y,Y
182126,JK,Udhampur,Y,Y,Y,Y,Y
273212,UP,Jhansi,Y,Y,Y,Y,Y
276288,UP,Azamgarh,Y,Y,Y,Y,Y
822131,JH,PALAMAU,Y,Y,N,Y,N
110037,DL,South West Delhi,Y,Y,Y,Y,Y
585441,KA,Bidar,Y,Y,Y,Y,Y
400022,MH,Mumbai,Y,Y,Y,Y,Y
160023,CH,Chandigarh,Y,Y,Y,Y,Y
412411,MH,Pune,Y,Y,Y,Y,Y
695512,KL,Thiruvananthapuram,Y,Y,Y,Y,Y
482053,MP,Jabalpur,Y,Y,Y,Y,Y
835240,JH,Ranchi,Y,Y,Y,Y,Y
391770,GJ,Vadodara,Y,Y,N,Y,N
481995,MP,Mandla,Y,Y,N,Y,N
396590,GJ,Navsari,Y,Y,Y,Y,Y
402102,MH,Raigarh(Mh),Y,Y,Y,Y,Y
700107,WB,Kolkata,Y,Y,Y,Y,Y
390020,GJ,Vadodara,Y,Y,Y,Y,Y
700032,WB,Kolkata,Y,Y,Y,Y,Y
504302,TS,Adilabad,Y,Y,Y,Y,Y
781311,AS,BARPETA,Y,Y,Y,Y,Y
768048,OR,Bargarh,Y,Y,Y,Y,Y
471101,MP,Chhatarpur,Y,Y,N,Y,N
175029,HP,Mandi,Y,Y,N,Y,N
396220,DD,Daman,Y,Y,Y,Y,Y
477001,MP,Bhind,Y,Y,N,Y,N
210421,UP,Mahoba,Y,Y,N,Y,N
416206,MH,Kolhapur,Y,Y,Y,Y,Y
676513,KL,Malappuram,Y,Y,Y,Y,Y
609801,TN,Kuttalam,Y,Y,Y,Y,Y
585313,KA,Gulbarga,Y,Y,N,Y,N
835225,JH,Ranchi,Y,Y,Y,Y,Y
572113,KA,Tumkur,Y,Y,N,Y,N
452016,MP,Indore,Y,Y,Y,Y,Y
673645,KL,Malappuram,Y,Y,Y,Y,Y
679506,KL,Kollam,Y,Y,Y,Y,Y
575014,KA,Dakshina Kannada,Y,Y,Y,Y,Y
680566,KL,Thrissur,Y,Y,Y,Y,Y
341518,RJ,Nagaur,Y,Y,N,Y,N
613001,TN,Thanjavur,Y,Y,Y,Y,Y
626154,TN,Virudhunagar,Y,Y,Y,Y,Y
636906,TN,Salem,Y,Y,Y,Y,Y
625052,TN,Madurai,Y,Y,Y,Y,Y
458470,MP,Neemuch,Y,Y,N,Y,N
509409,TS,Mahabub Nagar,Y,Y,N,Y,N
524410,AP,Nellore,Y,Y,N,Y,N
364120,GJ,Bhavnagar,Y,Y,N,Y,N
177023,HP,Hamirpur(Hp),Y,Y,N,Y,N
769008,OR,Sundergarh,Y,Y,Y,Y,Y
532148,AP,Srikakulam,Y,Y,Y,Y,Y
388620,GJ,Anand,Y,Y,N,Y,N
332307,RJ,Sikar,Y,Y,N,Y,N
224195,UP,Faizabad,Y,Y,Y,Y,Y
507138,TS,Khammam,Y,Y,Y,Y,Y
431507,MH,Jalna,Y,Y,Y,Y,Y
441105,MH,Nagpur,Y,Y,Y,Y,Y
302002,RJ,Jaipur,Y,Y,Y,Y,Y
803202,BR,Patna,Y,Y,Y,Y,Y
700137,WB,Kolkata,Y,Y,Y,Y,Y
723150,WB,Asansol,Y,Y,Y,Y,Y
247667,UK,Haridwar,Y,Y,Y,Y,Y
413111,MH,Solapur,Y,Y,Y,Y,Y
364295,GJ,Bhavnagar,Y,Y,N,Y,N
400091,MH,Mumbai,Y,Y,Y,Y,Y
204101,UP,Hathras,Y,Y,Y,Y,Y
282006,UP,Agra,Y,Y,Y,Y,Y
758080,OR,Kendujhar,Y,Y,Y,Y,Y
413606,MH,Osmanabad,Y,Y,N,Y,N
827009,JH,Bokaro,Y,Y,Y,Y,Y
768108,OR,Debagarh,Y,Y,Y,Y,Y
560050,KA,Bangalore,Y,Y,Y,Y,Y
521139,AP,Krishna,Y,Y,Y,Y,Y
721126,WB,West Midnapore,Y,Y,Y,Y,Y
682014,KL,Cochin,Y,Y,Y,Y,Y
785008,AS,Jorhat,Y,Y,Y,Y,Y
670701,KL,Kannur,Y,Y,Y,Y,Y
180003,JK,Jammu,Y,Y,Y,Y,Y
515001,AP,Ananthapur,Y,Y,Y,Y,Y
396450,GJ,Navsari,Y,Y,Y,Y,Y
629701,TN,Kanyakumari,Y,Y,Y,Y,Y
600017,TN,Chennai,Y,Y,Y,Y,Y
272270,UP,Sant Kabir Nagar,Y,Y,N,Y,N
534195,AP,West Godavari,Y,Y,N,Y,N
679336,KL,THRISSUR,Y,Y,Y,Y,Y
683523,KL,Thrissur,Y,Y,Y,Y,Y
673634,KL,Malappuram,Y,Y,Y,Y,Y
209125,UP,Kanpur,Y,Y,Y,Y,Y
607003,TN,Cuddalore,Y,Y,Y,Y,Y
610104,TN,Tiruvarur,Y,Y,N,Y,N
176094,HP,Kangra,Y,Y,N,Y,N
689578,KL,Pathanamthitta,Y,Y,Y,Y,Y
332709,RJ,Sikar,Y,Y,N,Y,N
533262,AP,East Godavari,Y,Y,Y,Y,Y
431123,MH,Beed,Y,Y,N,Y,N
841244,BR,Siwan,Y,Y,Y,Y,Y
841245,BR,Siwan,Y,Y,Y,Y,Y
210010,UP,Allahabad,Y,Y,Y,Y,Y
425307,MH,Jalgaon,Y,Y,Y,Y,Y
273211,UP,Gorakhpur,Y,Y,Y,Y,Y
173201,HP,Solan,Y,Y,Y,Y,Y
689680,KL,Pathanamthitta,Y,Y,Y,Y,Y
143535,PB,Gurdaspur,Y,Y,Y,Y,Y
210100,UP,Allahabad,Y,Y,Y,Y,Y
281104,UP,Hathras,Y,Y,Y,Y,Y
734007,WB,Darjiling,Y,Y,Y,Y,Y
504312,TS,Adilabad,Y,Y,Y,Y,Y
695126,KL,Thiruvananthapuram,Y,Y,Y,Y,Y
516391,AP,Pulivendula,Y,Y,Y,Y,Y
387120,GJ,Kheda,Y,Y,N,Y,N
177033,HP,Kangra,Y,Y,Y,Y,Y
272127,UP,Basti,Y,Y,Y,Y,Y
184202,JK,Kathua,Y,Y,Y,Y,Y
172107,HP,Kinnaur,Y,Y,Y,Y,Y
323613,RJ,Bundi,Y,Y,N,Y,N
175030,HP,Mandi,Y,Y,Y,Y,Y
736175,WB,Cooch Behar,Y,Y,N,Y,N
768039,OR,Bargarh,Y,Y,Y,Y,Y
828123,JH,Dhanbad,Y,Y,Y,Y,Y
757031,OR,Mayurbhanj,Y,Y,Y,Y,Y
785687,AS,Sibsagar,Y,Y,Y,Y,Y
609607,PU,Karaikal,Y,Y,Y,Y,Y
563102,KA,Kolar,Y,Y,Y,Y,Y
363040,GJ,Surendra Nagar,Y,Y,Y,Y,Y
641003,TN,Coimbatore,Y,Y,Y,Y,Y
534437,AP,West Godavari,Y,Y,Y,Y,Y
562107,KA,Bangalore,Y,Y,Y,Y,Y
395210,GJ,SURAT,Y,Y,Y,Y,Y
824233,BR,Gaya,Y,Y,Y,Y,Y
306022,RJ,Pali,Y,Y,N,Y,N
390013,GJ,Vadodara,Y,Y,Y,Y,Y
609103,TN,Nagapattinam,Y,Y,Y,Y,Y
643211,TN,Nilgiris,Y,Y,Y,Y,Y
606209,TN,Kallakurichi,Y,Y,Y,Y,Y
320006,RJ,Jaipur,Y,Y,Y,Y,Y
493331,CG,Raipur,Y,Y,Y,Y,Y
209308,UP,Kanpur Dehat,Y,Y,Y,Y,Y
683585,KL,Angamaly,Y,Y,Y,Y,Y
400218,MH,Raigarh(Mh),Y,Y,Y,Y,Y
625205,TN,Madurai,Y,Y,N,Y,N
628716,TN,Tuticorin,Y,Y,Y,Y,Y
782143,AS,Nagaon,Y,Y,N,Y,N
580009,KA,Dharward,Y,Y,Y,Y,Y
508373,TS,Nalgonda,Y,Y,Y,Y,Y
393150,GJ,Narmada,Y,Y,N,Y,N
752020,OR,Khorda,Y,Y,Y,Y,Y
783334,AS,Dhubri,Y,Y,N,Y,N
533344,AP,East Godavari,Y,Y,N,Y,N
314026,RJ,Dungarpur,Y,Y,Y,Y,Y
274149,UP,KUSHINAGAR,Y,Y,Y,Y,Y
522259,AP,Guntur,Y,Y,Y,Y,Y
